0.0000e+00	2.1547e-18
3.3333e-01	5.2925e-18
6.6667e-01	1.9643e-18
1.0000e+00	2.5503e-19
1.3333e+00	1.3307e-19
1.6667e+00	1.0556e-19
2.0000e+00	7.6535e-20
2.3333e+00	7.3207e-20
2.6667e+00	5.2341e-20
3.0000e+00	6.3699e-20
3.3333e+00	6.1907e-20
3.6667e+00	6.9601e-20
4.0000e+00	5.7325e-20
4.3333e+00	6.2131e-20
4.6667e+00	6.8117e-20
5.0000e+00	6.9300e-20
5.3333e+00	8.8607e-20
5.6667e+00	1.2962e-19
6.0000e+00	1.9220e-19
6.3333e+00	1.8783e-19
6.6667e+00	1.5625e-19
7.0000e+00	1.8724e-19
7.3333e+00	2.3920e-19
7.6667e+00	2.7955e-19
8.0000e+00	2.8218e-19
8.3333e+00	2.6501e-19
8.6667e+00	3.4084e-19
9.0000e+00	3.1605e-19
9.3333e+00	1.4381e-19
9.6667e+00	1.6520e-19
1.0000e+01	2.7856e-19
1.0333e+01	3.9581e-19
1.0667e+01	4.7204e-19
1.1000e+01	4.0497e-19
1.1333e+01	6.7771e-19
1.1667e+01	3.6697e-18
1.2000e+01	5.0087e-18
1.2333e+01	1.5987e-18
1.2667e+01	1.0967e-18
1.3000e+01	9.2447e-19
1.3333e+01	9.5579e-19
1.3667e+01	1.1854e-18
1.4000e+01	2.2079e-18
1.4333e+01	3.3202e-18
1.4667e+01	4.0221e-18
1.5000e+01	3.7261e-18
1.5333e+01	3.9801e-18
1.5667e+01	5.0538e-18
1.6000e+01	5.5740e-18
1.6333e+01	3.5526e-18
1.6667e+01	3.1556e-18
1.7000e+01	4.0015e-18
1.7333e+01	9.7282e-18
1.7667e+01	1.7188e-17
1.8000e+01	7.3471e-18
1.8333e+01	5.2722e-18
1.8667e+01	4.1860e-18
1.9000e+01	1.9411e-18
1.9333e+01	1.3880e-18
1.9667e+01	8.7961e-19
2.0000e+01	6.2460e-19
2.0333e+01	6.7854e-19
2.0667e+01	5.5823e-19
2.1000e+01	5.2022e-19
2.1333e+01	5.1449e-19
2.1667e+01	3.5516e-19
2.2000e+01	3.3509e-19
2.2333e+01	3.0383e-19
2.2667e+01	2.9566e-19
2.3000e+01	2.4818e-19
2.3333e+01	2.2396e-19
2.3667e+01	1.9897e-19
2.4000e+01	1.4228e-19
2.4333e+01	1.1758e-19
2.4667e+01	1.4923e-19
2.5000e+01	2.0375e-19
2.5333e+01	2.5048e-19
2.5667e+01	2.1683e-19
2.6000e+01	1.4919e-19
2.6333e+01	9.3634e-20
2.6667e+01	8.4065e-20
2.7000e+01	7.0324e-20
2.7333e+01	6.7906e-20
2.7667e+01	5.9012e-20
2.8000e+01	5.3405e-20
2.8333e+01	4.2644e-20
2.8667e+01	4.0869e-20
2.9000e+01	4.5343e-20
2.9333e+01	4.7894e-20
2.9667e+01	4.8908e-20
3.0000e+01	5.9100e-20
3.0333e+01	3.9911e-20
3.0667e+01	1.8451e-20
3.1000e+01	1.3702e-20
3.1333e+01	1.1370e-20
3.1667e+01	1.1430e-20
3.2000e+01	1.0550e-20
3.2333e+01	1.1508e-20
3.2667e+01	1.0012e-20
3.3000e+01	9.4370e-21
3.3333e+01	9.7968e-21
3.3667e+01	8.3345e-21
3.4000e+01	4.6021e-21
3.4333e+01	5.8571e-21
3.4667e+01	2.8706e-20
3.5000e+01	5.5849e-20
3.5333e+01	6.6600e-20
3.5667e+01	3.1839e-20
3.6000e+01	5.1449e-21
3.6333e+01	5.2124e-21
3.6667e+01	2.6380e-21
3.7000e+01	1.9501e-21
3.7333e+01	1.9077e-21
3.7667e+01	1.8268e-21
3.8000e+01	1.8283e-21
3.8333e+01	1.4573e-21
3.8667e+01	1.3068e-21
3.9000e+01	1.2143e-21
3.9333e+01	1.0959e-21
3.9667e+01	9.9872e-22
4.0000e+01	8.5301e-22
4.0333e+01	7.0645e-22
4.0667e+01	5.4939e-22
4.1000e+01	5.3534e-22
4.1333e+01	4.9716e-22
4.1667e+01	4.2697e-22
4.2000e+01	5.3387e-22
4.2333e+01	4.4381e-22
4.2667e+01	5.5927e-22
4.3000e+01	5.4131e-22
4.3333e+01	3.9444e-22
4.3667e+01	3.2351e-22
4.4000e+01	4.0757e-22
4.4333e+01	3.6769e-22
4.4667e+01	4.3650e-22
4.5000e+01	5.4234e-22
4.5333e+01	3.6519e-22
4.5667e+01	3.9807e-22
4.6000e+01	3.5747e-22
4.6333e+01	3.5316e-22
4.6667e+01	3.1067e-22
4.7000e+01	3.2301e-22
4.7333e+01	4.0080e-22
4.7667e+01	3.4862e-22
4.8000e+01	3.0274e-22
4.8333e+01	3.2220e-22
4.8667e+01	3.1161e-22
4.9000e+01	3.6961e-22
4.9333e+01	3.4850e-22
4.9667e+01	2.8997e-22
5.0000e+01	2.9143e-22
5.0333e+01	2.9075e-22
5.0667e+01	2.6452e-22
5.1000e+01	2.9491e-22
5.1333e+01	2.4032e-22
5.1667e+01	2.6563e-22
5.2000e+01	2.2840e-22
5.2333e+01	2.0191e-22
5.2667e+01	2.4954e-22
5.3000e+01	3.5252e-22
5.3333e+01	4.9152e-22
5.3667e+01	2.5955e-22
5.4000e+01	2.2869e-22
5.4333e+01	2.3266e-22
5.4667e+01	2.3352e-22
5.5000e+01	2.6231e-22
5.5333e+01	2.2085e-22
5.5667e+01	2.2867e-22
5.6000e+01	1.7719e-22
5.6333e+01	2.2566e-22
5.6667e+01	1.6102e-22
5.7000e+01	1.9690e-22
5.7333e+01	2.0769e-22
5.7667e+01	2.3171e-22
5.8000e+01	2.3195e-22
5.8333e+01	2.1968e-22
5.8667e+01	2.6020e-22
5.9000e+01	3.4534e-22
5.9333e+01	3.7414e-22
5.9667e+01	2.4879e-20
6.0000e+01	4.9039e-20
6.0333e+01	2.4344e-20
6.0667e+01	4.0538e-22
6.1000e+01	2.9443e-22
6.1333e+01	1.7915e-22
6.1667e+01	2.0117e-22
6.2000e+01	1.7186e-22
6.2333e+01	1.3510e-22
6.2667e+01	1.7584e-22
6.3000e+01	1.5395e-22
6.3333e+01	1.3245e-22
6.3667e+01	1.2200e-22
6.4000e+01	1.6453e-22
6.4333e+01	1.7863e-22
6.4667e+01	1.5095e-22
6.5000e+01	1.2091e-22
6.5333e+01	1.2821e-22
6.5667e+01	1.2304e-22
6.6000e+01	1.2881e-22
6.6333e+01	1.3730e-22
6.6667e+01	1.8099e-22
6.7000e+01	1.7692e-22
6.7333e+01	1.4598e-22
6.7667e+01	1.3475e-22
6.8000e+01	1.3637e-22
6.8333e+01	1.3328e-22
6.8667e+01	1.1999e-22
6.9000e+01	9.7173e-23
6.9333e+01	1.2203e-22
6.9667e+01	1.2225e-22
7.0000e+01	1.0468e-22
7.0333e+01	1.0409e-22
7.0667e+01	8.6441e-23
7.1000e+01	1.2010e-22
7.1333e+01	9.3134e-23
7.1667e+01	1.0364e-22
7.2000e+01	1.0975e-22
7.2333e+01	1.0805e-22
7.2667e+01	8.7058e-23
7.3000e+01	1.1158e-22
7.3333e+01	1.4417e-22
7.3667e+01	1.2801e-22
7.4000e+01	1.1122e-22
7.4333e+01	1.1455e-22
7.4667e+01	1.0246e-22
7.5000e+01	1.1947e-22
7.5333e+01	1.1803e-22
7.5667e+01	1.1411e-22
7.6000e+01	1.1565e-22
7.6333e+01	9.7826e-23
7.6667e+01	8.2815e-23
7.7000e+01	1.1724e-22
7.7333e+01	8.5050e-23
7.7667e+01	7.2512e-23
7.8000e+01	9.3530e-23
7.8333e+01	1.0114e-22
7.8667e+01	8.8189e-23
7.9000e+01	8.8868e-23
7.9333e+01	8.1535e-23
7.9667e+01	8.7115e-23
8.0000e+01	8.2254e-23
8.0333e+01	5.8884e-23
8.0667e+01	8.0395e-23
8.1000e+01	9.5164e-23
8.1333e+01	7.1797e-23
8.1667e+01	7.1638e-23
8.2000e+01	9.4075e-23
8.2333e+01	8.5417e-23
8.2667e+01	7.9773e-23
8.3000e+01	7.2892e-23
8.3333e+01	8.6864e-23
8.3667e+01	8.0923e-23
8.4000e+01	6.7568e-23
8.4333e+01	7.0197e-23
8.4667e+01	8.2626e-23
8.5000e+01	7.6446e-23
8.5333e+01	7.8777e-23
8.5667e+01	7.2814e-23
8.6000e+01	7.8603e-23
8.6333e+01	7.8250e-23
8.6667e+01	8.1904e-23
8.7000e+01	7.6678e-23
8.7333e+01	6.5628e-23
8.7667e+01	6.7520e-23
8.8000e+01	6.8242e-23
8.8333e+01	7.2165e-23
8.8667e+01	7.2817e-23
8.9000e+01	7.1985e-23
8.9333e+01	7.1569e-23
8.9667e+01	7.5515e-23
9.0000e+01	6.2838e-23
9.0333e+01	6.4629e-23
9.0667e+01	6.1735e-23
9.1000e+01	5.1286e-23
9.1333e+01	7.2229e-23
9.1667e+01	6.0973e-23
9.2000e+01	5.2125e-23
9.2333e+01	6.2815e-23
9.2667e+01	6.5919e-23
9.3000e+01	6.0030e-23
9.3333e+01	6.8814e-23
9.3667e+01	6.4905e-23
9.4000e+01	6.0766e-23
9.4333e+01	6.1525e-23
9.4667e+01	5.7403e-23
9.5000e+01	6.1881e-23
9.5333e+01	5.1022e-23
9.5667e+01	6.7442e-23
9.6000e+01	5.6190e-23
9.6333e+01	5.2874e-23
9.6667e+01	5.1005e-23
9.7000e+01	4.5070e-23
9.7333e+01	5.8841e-23
9.7667e+01	5.1346e-23
9.8000e+01	5.0428e-23
9.8333e+01	5.0848e-23
9.8667e+01	6.3289e-23
9.9000e+01	6.2502e-23
9.9333e+01	4.0838e-23
9.9667e+01	5.7326e-23
1.0000e+02	4.4718e-23
1.0033e+02	5.2340e-23
1.0067e+02	5.8984e-23
1.0100e+02	5.6618e-23
1.0133e+02	4.0256e-23
1.0167e+02	4.2276e-23
1.0200e+02	5.4098e-23
1.0233e+02	5.0943e-23
1.0267e+02	4.3671e-23
1.0300e+02	5.0747e-23
1.0333e+02	5.9503e-23
1.0367e+02	5.1017e-23
1.0400e+02	5.3188e-23
1.0433e+02	4.9473e-23
1.0467e+02	5.4204e-23
1.0500e+02	4.7568e-23
1.0533e+02	4.5325e-23
1.0567e+02	3.5408e-23
1.0600e+02	4.7297e-23
1.0633e+02	4.0014e-23
1.0667e+02	4.4514e-23
1.0700e+02	4.6572e-23
1.0733e+02	5.7260e-23
1.0767e+02	5.1188e-23
1.0800e+02	4.5568e-23
1.0833e+02	3.8643e-23
1.0867e+02	3.1961e-23
1.0900e+02	4.1379e-23
1.0933e+02	5.3966e-23
1.0967e+02	4.5719e-23
1.1000e+02	4.8427e-23
1.1033e+02	5.2050e-23
